SUMMARY,DATE,AGENT,server_name
system: Processor Queue Length is 0,2023-01-16 18:41:41,ms_win,ms_win_server_52
Total CPU Utilization = 65%,2023-01-16 18:46:22,Application,Application_server_338
Total CPU Utilization = 60%,2023-01-16 18:51:14,Application,Application_server_213
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-16 18:56:20,websphere,websphere_server_16
Current memory usage percentage is 60%,2023-01-16 19:01:10,Application,Application_server_182
Current memory usage percentage is 60%,2023-01-16 19:05:32,Application,Application_server_299
Filesystem:  / is 75 full,2023-01-16 19:10:41,linux_ix86,linux_ix86_server_78
[MAN] Predictive failure reported for Disk 0 in Backplane 1 of Integrated RAID Controller 1.,2023-01-16 19:15:53,dell-idrac,dell-idrac_server_15
Process : P84xConnectorService is running successfully,2023-01-16 19:21:10,Application,Application_server_380
Current memory usage percentage is 40%,2023-01-16 19:26:29,Application,Application_server_58
[MAN] The PERC1 battery is high.,2023-01-16 19:31:32,dell-idrac,dell-idrac_server_44
Process : java is running successfully,2023-01-16 19:36:08,Application,Application_server_110
Process : nbsvcmon is running successfully,2023-01-16 19:41:30,Application,Application_server_149
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-16 19:47:04,dell-idrac,dell-idrac_server_40
splunkd is running successfully,2023-01-16 19:52:00,Application,Application_server_396
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-16 19:56:26,linux_ix86,linux_ix86_server_44
[MAN] Predictive failure reported for Disk 0 in Backplane 1 of Integrated RAID Controller 1.,2023-01-16 20:01:58,dell-idrac,dell-idrac_server_46
Process : nbsl is running successfully,2023-01-16 20:06:36,Application,Application_server_130
Process : nbrmms is running successfully,2023-01-16 20:11:24,Application,Application_server_198
Filesystem:  / is 70 full,2023-01-16 20:16:00,linux_ix86,linux_ix86_server_46
*CP01*nodeagent is missing,2023-01-16 20:20:50,websphere,websphere_server_37
Process : nbrmms is running successfully,2023-01-16 20:25:43,Application,Application_server_105
[MAN] The PERC1 battery is medium.,2023-01-16 20:30:58,dell-idrac,dell-idrac_server_15
CHRONY : process is running successfully,2023-01-16 20:35:59,linux_ix86,linux_ix86_server_39
Service: enstart64 is running,2023-01-16 20:40:31,ms_win,ms_win_server_85
Process : nbsl is running successfully,2023-01-16 20:45:29,Application,Application_server_206
Total CPU Utilization = 75%,2023-01-16 20:50:52,Application,Application_server_47
Process : java is running successfully,2023-01-16 20:56:12,Application,Application_server_104
Process : java is running successfully,2023-01-16 21:01:07,Application,Application_server_97
Process : P84xConnectorService is running successfully,2023-01-16 21:06:04,Application,Application_server_199
Process : TaskRoutingService is running successfully,2023-01-16 21:11:20,Application,Application_server_453
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-16 21:16:16,websphere,websphere_server_48
Filesystem:  / is 99 full,2023-01-16 21:21:14,linux_ix86,linux_ix86_server_160
Process : P84xConnectorService is running successfully,2023-01-16 21:26:30,Application,Application_server_511
Process : nbsvcmon is running successfully,2023-01-16 21:31:06,Application,Application_server_135
Process : nbsvcmon is running successfully,2023-01-16 21:35:58,Application,Application_server_136
Process : P84xConnectorService is running successfully,2023-01-16 21:41:09,Application,Application_server_393
Process : P84xConnectorService is running successfully,2023-01-16 21:45:57,Application,Application_server_146
CHRONY : process is running successfully,2023-01-16 21:50:55,linux_ix86,linux_ix86_server_93
Process : TaskRoutingService is running successfully,2023-01-16 21:55:38,Application,Application_server_435
system: Processor Queue Length is 0,2023-01-16 22:00:42,ms_win,ms_win_server_79
Current memory usage percentage is 70%,2023-01-16 22:05:51,Application,Application_server_147
Process : TaskRoutingService is running successfully,2023-01-16 22:11:06,Application,Application_server_74
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-16 22:15:58,linux_ix86,linux_ix86_server_107
Process : TaskRoutingService is not running,2023-01-16 22:21:19,Application,Application_server_280
Filesystem:  / is 90 full,2023-01-16 22:26:23,linux_ix86,linux_ix86_server_139
system: Processor Queue Length is 0,2023-01-16 22:31:24,ms_win,ms_win_server_45
Process : java is running successfully,2023-01-16 22:36:19,Application,Application_server_493
Process : java is running successfully,2023-01-16 22:41:22,Application,Application_server_269
"System:  Warning, system may have been rebooted.",2023-01-16 22:46:25,linux_ix86,linux_ix86_server_80
Service: enstart64 is Stopped,2023-01-16 22:51:22,ms_win,ms_win_server_22
Current memory usage percentage is 70%,2023-01-16 22:56:10,Application,Application_server_134
Current memory usage percentage is 70%,2023-01-16 23:01:08,Application,Application_server_442
Total CPU Utilization = 55%,2023-01-16 23:06:02,Application,Application_server_302
Total CPU Utilization = 55%,2023-01-16 23:10:31,Application,Application_server_109
Total CPU Utilization = 60%,2023-01-16 23:15:44,Application,Application_server_385
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-16 23:20:43,Application,Application_server_448
Current memory usage percentage is 50%,2023-01-16 23:25:51,Application,Application_server_195
Process : java is running successfully,2023-01-16 23:30:27,Application,Application_server_382
system: Processor Queue Length is 0,2023-01-16 23:35:11,ms_win,ms_win_server_88
Process : nbsvcmon is running successfully,2023-01-16 23:40:17,Application,Application_server_106
CHRONY : process is running successfully,2023-01-16 23:45:04,linux_ix86,linux_ix86_server_36
splunkd is running successfully,2023-01-16 23:50:03,Application,Application_server_28
*CP01*nodeagent is missing,2023-01-16 23:54:56,websphere,websphere_server_11
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 0:00:06,Application,Application_server_181
splunkd is running successfully,2023-01-17 0:04:49,Application,Application_server_505
splunkd is running successfully,2023-01-17 0:10:05,Application,Application_server_422
Process : java is running successfully,2023-01-17 0:15:09,Application,Application_server_111
CHRONY : process is running successfully,2023-01-17 0:19:57,linux_ix86,linux_ix86_server_155
Total CPU Utilization = 50%,2023-01-17 0:25:12,Application,Application_server_317
Current memory usage percentage is 60%,2023-01-17 0:30:53,Application,Application_server_281
[MAN] Log /var/log/messages blocked for more than 240 seconds.,2023-01-17 0:36:03,linux_ix86,linux_ix86_server_114
Process : java is running successfully,2023-01-17 0:41:14,Application,Application_server_90
Current memory usage percentage is 50%,2023-01-17 0:46:13,Application,Application_server_164
Current memory usage percentage is 50%,2023-01-17 0:51:02,Application,Application_server_163
Filesystem:  / is 80 full,2023-01-17 0:55:49,linux_ix86,linux_ix86_server_135
[MAN] The PERC1 battery is high.,2023-01-17 1:00:48,dell-idrac,dell-idrac_server_6
Total CPU Utilization = 50%,2023-01-17 1:06:01,Application,Application_server_159
Filesystem:  / is 100 full,2023-01-17 1:11:02,linux_ix86,linux_ix86_server_26
splunkd is running successfully,2023-01-17 1:15:42,Application,Application_server_468
Service: Domain Time Client is running,2023-01-17 1:20:26,ms_win,ms_win_server_22
Process : nbrmms is running successfully,2023-01-17 1:24:36,Application,Application_server_60
Process : nbsvcmon is running successfully,2023-01-17 1:30:05,Application,Application_server_449
Filesystem:  / is 85 full,2023-01-17 1:35:12,linux_ix86,linux_ix86_server_49
[MAN] The PERC1 battery is low.,2023-01-17 1:39:57,dell-idrac,dell-idrac_server_7
Process : java is running successfully,2023-01-17 1:44:52,Application,Application_server_98
splunkd is running successfully,2023-01-17 1:50:21,Application,Application_server_52
Total CPU Utilization = 50%,2023-01-17 1:55:38,Application,Application_server_149
Current memory usage percentage is 70%,2023-01-17 2:00:15,Application,Application_server_277
Process : nbrmms is running successfully,2023-01-17 2:04:52,Application,Application_server_512
Process : nbsvcmon is running successfully,2023-01-17 2:10:27,Application,Application_server_421
Process : P84xConnectorService is running successfully,2023-01-17 2:15:31,Application,Application_server_153
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 2:20:20,Application,Application_server_158
*CP01*nodeagent is missing,2023-01-17 2:25:00,websphere,websphere_server_43
Process : TaskRoutingService is running successfully,2023-01-17 2:29:57,Application,Application_server_334
CHRONY : process is running successfully,2023-01-17 2:34:57,linux_ix86,linux_ix86_server_29
Total CPU Utilization = 50%,2023-01-17 2:39:57,Application,Application_server_335
system: Processor Queue Length is 56. Total Processor Time  is 100 percent,2023-01-17 2:44:30,ms_win,ms_win_server_15
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-17 2:49:30,linux_ix86,linux_ix86_server_51
Service: syslog-ng Agent is running,2023-01-17 2:54:22,ms_win,ms_win_server_13
system: Processor Queue Length is 0,2023-01-17 2:59:20,ms_win,ms_win_server_85
system: Processor Queue Length is 0,2023-01-17 3:03:58,ms_win,ms_win_server_25
Service: Domain Time Client is running,2023-01-17 3:08:48,ms_win,ms_win_server_44
Current memory usage percentage is 60%,2023-01-17 3:14:02,Application,Application_server_226
Current memory usage percentage is 60%,2023-01-17 3:18:48,Application,Application_server_371
CHRONY : process is running successfully,2023-01-17 3:23:51,linux_ix86,linux_ix86_server_98
Current memory usage percentage is 80%,2023-01-17 3:28:35,Application,Application_server_384
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-17 3:33:41,websphere,websphere_server_46
Process : nbsl is running successfully,2023-01-17 3:38:23,Application,Application_server_351
system: Processor Queue Length is 0,2023-01-17 3:42:58,ms_win,ms_win_server_68
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 3:47:55,Application,Application_server_352
Process : nbsl is running successfully,2023-01-17 3:52:58,Application,Application_server_381
Process : TaskRoutingService is running successfully,2023-01-17 3:58:05,Application,Application_server_39
Process : nbsl is running successfully,2023-01-17 4:03:15,Application,Application_server_21
Service: syslog-ng Agent is Stopped,2023-01-17 4:08:11,ms_win,ms_win_server_79
Current memory usage percentage is 50%,2023-01-17 4:12:57,Application,Application_server_109
Process : nbrmms is running successfully,2023-01-17 4:17:42,Application,Application_server_324
system: Processor Queue Length is 13. Total Processor Time  is 90 percent,2023-01-17 4:22:38,ms_win,ms_win_server_24
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 4:27:45,Application,Application_server_292
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 4:32:51,Application,Application_server_158
Total CPU Utilization = 55%,2023-01-17 4:37:52,Application,Application_server_365
Process : java is running successfully,2023-01-17 4:43:10,Application,Application_server_370
Service: masvc is running,2023-01-17 4:48:29,ms_win,ms_win_server_8
splunkd is running successfully,2023-01-17 4:52:57,Application,Application_server_348
Process : nbrmms is running successfully,2023-01-17 4:57:57,Application,Application_server_457
Process : nbrmms is running successfully,2023-01-17 5:03:13,Application,Application_server_181
[MAN] The PERC1 battery is high.,2023-01-17 5:08:02,dell-idrac,dell-idrac_server_41
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 5:12:40,Application,Application_server_30
CHRONY : process is running successfully,2023-01-17 5:17:20,linux_ix86,linux_ix86_server_71
Process : TaskRoutingService is running successfully,2023-01-17 5:22:59,Application,Application_server_31
Process : java is running successfully,2023-01-17 5:27:33,Application,Application_server_160
Service: Domain Time Client is running,2023-01-17 5:32:21,ms_win,ms_win_server_44
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 5:37:55,Application,Application_server_231
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-17 5:42:31,linux_ix86,linux_ix86_server_50
[AUTOP]  Service: SQL Server (MSSQLSERVER) is Stopped,2023-01-17 5:47:23,Application,Application_server_513
[MAN] Log /var/log/messages kernel: sd Unrecovered read error.,2023-01-17 5:52:36,linux_ix86,linux_ix86_server_111
*CP01*nodeagent is missing,2023-01-17 5:57:29,websphere,websphere_server_10
[MAN] Log /var/log/messages blocked for more than 120 seconds.,2023-01-17 6:02:46,linux_ix86,linux_ix86_server_27
Process : nbsvcmon is running successfully,2023-01-17 6:07:42,Application,Application_server_1
Process : TaskRoutingService is running successfully,2023-01-17 6:12:13,Application,Application_server_52
Service: Domain Time Client is running,2023-01-17 6:17:21,ms_win,ms_win_server_76
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-17 6:22:17,linux_ix86,linux_ix86_server_15
Current memory usage percentage is 40%,2023-01-17 6:27:05,Application,Application_server_488
Process : P84xConnectorService is running successfully,2023-01-17 6:32:01,Application,Application_server_49
Process : nbrmms is running successfully,2023-01-17 6:36:33,Application,Application_server_462
Process : nbsvcmon is running successfully,2023-01-17 6:41:29,Application,Application_server_405
"[MAN] Log /var/log/messages .995160+08:00 serverabc123 hp-ams[794]: CRITICAL: Network Adapter Link Down (Slot 5, Port 1)",2023-01-17 6:46:44,linux_ix86,linux_ix86_server_147
Service: masvc is running,2023-01-17 6:52:27,ms_win,ms_win_server_71
Process : P84xConnectorService is running successfully,2023-01-17 6:57:23,Application,Application_server_291
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-17 7:01:51,websphere,websphere_server_5
Process : java is running successfully,2023-01-17 7:06:39,Application,Application_server_345
Service: syslog-ng Agent is Stopped,2023-01-17 7:11:33,ms_win,ms_win_server_54
Service: Domain Time Client is running,2023-01-17 7:16:42,ms_win,ms_win_server_28
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 7:21:51,Application,Application_server_85
splunkd is running successfully,2023-01-17 7:27:27,Application,Application_server_500
Process : TaskRoutingService is running successfully,2023-01-17 7:32:26,Application,Application_server_504
Service: enstart64 is Stopped,2023-01-17 7:37:04,ms_win,ms_win_server_34
Process : nbsl is running successfully,2023-01-17 7:41:30,Application,Application_server_83
Process : nbsl is running successfully,2023-01-17 7:46:35,Application,Application_server_517
Current memory usage percentage is 80%,2023-01-17 7:51:16,Application,Application_server_33
Process : nbsl is running successfully,2023-01-17 7:55:51,Application,Application_server_14
splunkd is running successfully,2023-01-17 8:00:36,Application,Application_server_397
Total CPU Utilization = 60%,2023-01-17 8:05:29,Application,Application_server_31
CHRONY : process is running successfully,2023-01-17 8:09:50,linux_ix86,linux_ix86_server_72
Process : java is running successfully,2023-01-17 8:15:14,Application,Application_server_82
Process : TaskRoutingService is running successfully,2023-01-17 8:20:18,Application,Application_server_44
Process : nbsl is running successfully,2023-01-17 8:24:39,Application,Application_server_226
Process : TaskRoutingService is not running,2023-01-17 8:29:06,Application,Application_server_151
Process : nbsvcmon is running successfully,2023-01-17 8:34:18,Application,Application_server_125
Service: enstart64 is running,2023-01-17 8:39:07,ms_win,ms_win_server_34
splunkd is running successfully,2023-01-17 8:43:46,Application,Application_server_74
Process : nbrmms is running successfully,2023-01-17 8:48:20,Application,Application_server_440
Service: syslog-ng Agent is Stopped,2023-01-17 8:53:39,ms_win,ms_win_server_67
splunkd is running successfully,2023-01-17 8:58:33,Application,Application_server_68
Current memory usage percentage is 70%,2023-01-17 9:03:48,Application,Application_server_72
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-17 9:09:21,websphere,websphere_server_2
Process : nbrmms is running successfully,2023-01-17 9:14:05,Application,Application_server_215
Process : java is running successfully,2023-01-17 9:19:10,Application,Application_server_68
Current memory usage percentage is 60%,2023-01-17 9:24:13,Application,Application_server_273
Process : P84xConnectorService is not running,2023-01-17 9:28:50,Application,Application_server_450
Process : nbrmms is running successfully,2023-01-17 9:33:58,Application,Application_server_228
*CP01*nodeagent is missing,2023-01-17 9:38:41,websphere,websphere_server_5
Filesystem:  / is 75 full,2023-01-17 9:43:32,linux_ix86,linux_ix86_server_99
CHRONY : process is running successfully,2023-01-17 9:48:41,linux_ix86,linux_ix86_server_132
Total CPU Utilization = 50%,2023-01-17 9:53:51,Application,Application_server_274
[MAN] The system inlet temperature is less than the lower critical threshold.,2023-01-17 9:58:37,dell-idrac,dell-idrac_server_5
Process : nbsl is not running,2023-01-17 10:03:34,Application,Application_server_211
Filesystem:  / is 70 full,2023-01-17 10:08:39,linux_ix86,linux_ix86_server_120
Current memory usage percentage is 60%,2023-01-17 10:13:36,Application,Application_server_234
Total CPU Utilization = 50%,2023-01-17 10:19:00,Application,Application_server_404
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 10:23:52,Application,Application_server_215
Filesystem:  / is 70 full,2023-01-17 10:29:02,linux_ix86,linux_ix86_server_111
Process : nbsvcmon is running successfully,2023-01-17 10:33:54,Application,Application_server_347
[MAN] The system inlet temperature is less than the lower critical threshold.,2023-01-17 10:38:35,dell-idrac,dell-idrac_server_3
Filesystem:  / is 95 full,2023-01-17 10:43:23,linux_ix86,linux_ix86_server_127
CHRONY : process is running successfully,2023-01-17 10:48:42,linux_ix86,linux_ix86_server_45
system: Processor Queue Length is 0,2023-01-17 10:53:54,ms_win,ms_win_server_71
Current memory usage percentage is 80%,2023-01-17 10:58:59,Application,Application_server_216
system: Processor Queue Length is 0,2023-01-17 11:03:03,ms_win,ms_win_server_23
system: Processor Queue Length is 0,2023-01-17 11:08:02,ms_win,ms_win_server_97
Process : nbsl is running successfully,2023-01-17 11:13:01,Application,Application_server_152
Process : P84xConnectorService is running successfully,2023-01-17 11:17:53,Application,Application_server_310
Process : java is running successfully,2023-01-17 11:22:34,Application,Application_server_302
Total CPU Utilization = 50%,2023-01-17 11:28:10,Application,Application_server_189
system: Processor Queue Length is 0,2023-01-17 11:33:05,ms_win,ms_win_server_12
Filesystem:  / is 70 full,2023-01-17 11:38:10,linux_ix86,linux_ix86_server_126
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 11:42:39,Application,Application_server_179
Total CPU Utilization = 55%,2023-01-17 11:47:30,Application,Application_server_292
CHRONY : process is running successfully,2023-01-17 11:52:26,linux_ix86,linux_ix86_server_73
Process : P84xConnectorService is running successfully,2023-01-17 11:57:24,Application,Application_server_256
Process : nbsvcmon is running successfully,2023-01-17 12:02:32,Application,Application_server_365
Process : nbsl is running successfully,2023-01-17 12:07:23,Application,Application_server_418
Process : TaskRoutingService is running successfully,2023-01-17 12:12:44,Application,Application_server_74
splunkd is running successfully,2023-01-17 12:17:26,Application,Application_server_256
Service: syslog-ng Agent is running,2023-01-17 12:22:34,ms_win,ms_win_server_8
Service: masvc is running,2023-01-17 12:27:42,ms_win,ms_win_server_32
splunkd is running successfully,2023-01-17 12:32:48,Application,Application_server_276
Process : TaskRoutingService is running successfully,2023-01-17 12:37:28,Application,Application_server_136
Service: syslog-ng Agent is running,2023-01-17 12:42:36,ms_win,ms_win_server_75
system: Processor Queue Length is 0,2023-01-17 12:47:44,ms_win,ms_win_server_35
Process : nbsl is running successfully,2023-01-17 12:52:47,Application,Application_server_471
Total CPU Utilization = 55%,2023-01-17 12:57:41,Application,Application_server_275
Service: syslog-ng Agent is running,2023-01-17 13:03:04,ms_win,ms_win_server_36
system: Processor Queue Length is 0,2023-01-17 13:08:37,ms_win,ms_win_server_20
Process : nbrmms is running successfully,2023-01-17 13:13:31,Application,Application_server_13
Process : java is running successfully,2023-01-17 13:18:27,Application,Application_server_516
Process : nbrmms is running successfully,2023-01-17 13:22:47,Application,Application_server_103
Process : nbsl is running successfully,2023-01-17 13:27:30,Application,Application_server_287
Process : nbsvcmon is running successfully,2023-01-17 13:32:35,Application,Application_server_338
Current memory usage percentage is 50%,2023-01-17 13:37:52,Application,Application_server_41
CHRONY : process is running successfully,2023-01-17 13:43:02,linux_ix86,linux_ix86_server_118
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 13:47:56,Application,Application_server_241
Process : nbrmms is running successfully,2023-01-17 13:53:06,Application,Application_server_479
CHRONY : process is running successfully,2023-01-17 13:58:09,linux_ix86,linux_ix86_server_96
Current memory usage percentage is 60%,2023-01-17 14:03:18,Application,Application_server_380
Total CPU Utilization = 75%,2023-01-17 14:08:35,Application,Application_server_68
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 14:13:15,Application,Application_server_113
splunkd is running successfully,2023-01-17 14:18:42,Application,Application_server_392
Service: masvc is running,2023-01-17 14:24:16,ms_win,ms_win_server_91
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 14:29:15,Application,Application_server_10
Process : nbrmms is running successfully,2023-01-17 14:33:55,Application,Application_server_129
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-17 14:38:48,websphere,websphere_server_38
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-17 14:43:46,websphere,websphere_server_52
splunkd is running successfully,2023-01-17 14:48:35,Application,Application_server_371
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-17 14:53:21,dell-idrac,dell-idrac_server_9
Total CPU Utilization = 50%,2023-01-17 14:58:34,Application,Application_server_289
Current memory usage percentage is 50%,2023-01-17 15:04:12,Application,Application_server_383
Filesystem:  / is 70 full,2023-01-17 15:08:59,linux_ix86,linux_ix86_server_52
CHRONY : process is running successfully,2023-01-17 15:14:16,linux_ix86,linux_ix86_server_123
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-17 15:19:11,websphere,websphere_server_38
Process : nbrmms is running successfully,2023-01-17 15:23:53,Application,Application_server_350
Total CPU Utilization = 75%,2023-01-17 15:29:25,Application,Application_server_164
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 15:34:27,Application,Application_server_62
Process : TaskRoutingService is running successfully,2023-01-17 15:39:43,Application,Application_server_432
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-17 15:44:53,linux_ix86,linux_ix86_server_163
splunkd is running successfully,2023-01-17 15:50:01,Application,Application_server_64
CHRONY : process is running successfully,2023-01-17 15:55:14,linux_ix86,linux_ix86_server_114
Filesystem:  / is 70 full,2023-01-17 16:00:23,linux_ix86,linux_ix86_server_151
system: Processor Queue Length is 0,2023-01-17 16:05:00,ms_win,ms_win_server_100
[MAN] Log /var/log/messages kernel: sd Unrecovered read error.,2023-01-17 16:10:02,linux_ix86,linux_ix86_server_30
Process : java is running successfully,2023-01-17 16:15:07,Application,Application_server_352
Filesystem:  / is 70 full,2023-01-17 16:20:00,linux_ix86,linux_ix86_server_163
Process : P84xConnectorService is running successfully,2023-01-17 16:24:58,Application,Application_server_264
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13210 (server987qwe) Agent is calling clean for resource(cvm_vxconfigd) because 2 successive invocations of the monitor procedure did not complete within the expected time.,2023-01-17 16:29:45,linux_ix86,linux_ix86_server_119
Process : nbsvcmon is running successfully,2023-01-17 16:34:50,Application,Application_server_166
Filesystem:  / is 95 full,2023-01-17 16:39:49,linux_ix86,linux_ix86_server_121
Filesystem:  / is 85 full,2023-01-17 16:45:02,linux_ix86,linux_ix86_server_4
Process : nbsl is running successfully,2023-01-17 16:49:50,Application,Application_server_241
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 16:55:11,Application,Application_server_457
system: Processor Queue Length is 0,2023-01-17 17:00:22,ms_win,ms_win_server_78
Service: masvc is running,2023-01-17 17:05:08,ms_win,ms_win_server_72
Process : nbsvcmon is running successfully,2023-01-17 17:09:34,Application,Application_server_337
Process : java is running successfully,2023-01-17 17:14:51,Application,Application_server_264
Process : java is running successfully,2023-01-17 17:19:37,Application,Application_server_3
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 17:24:23,Application,Application_server_23
Process : nbsl is running successfully,2023-01-17 17:29:25,Application,Application_server_504
CHRONY : process is running successfully,2023-01-17 17:33:54,linux_ix86,linux_ix86_server_8
Process : P84xConnectorService is running successfully,2023-01-17 17:38:12,Application,Application_server_112
Process : nbsvcmon is running successfully,2023-01-17 17:43:10,Application,Application_server_490
Process : java is running successfully,2023-01-17 17:47:52,Application,Application_server_399
Process : P84xConnectorService is running successfully,2023-01-17 17:52:58,Application,Application_server_453
[MAN] The PERC1 battery is high.,2023-01-17 17:57:36,dell-idrac,dell-idrac_server_37
Service: masvc is Stopped,2023-01-17 18:02:44,ms_win,ms_win_server_97
[MAN] Log /var/log/messages NIC Link is Down.,2023-01-17 18:07:29,linux_ix86,linux_ix86_server_89
Process : TaskRoutingService is running successfully,2023-01-17 18:12:12,Application,Application_server_378
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-17 18:17:26,linux_ix86,linux_ix86_server_65
Service: masvc is running,2023-01-17 18:22:54,ms_win,ms_win_server_67
Total CPU Utilization = 55%,2023-01-17 18:27:52,Application,Application_server_53
Filesystem:  / is 70 full,2023-01-17 18:32:28,linux_ix86,linux_ix86_server_67
CHRONY : process is running successfully,2023-01-17 18:37:19,linux_ix86,linux_ix86_server_38
Current memory usage percentage is 60%,2023-01-17 18:42:20,Application,Application_server_413
Total CPU Utilization = 55%,2023-01-17 18:47:02,Application,Application_server_366
Process : nbsvcmon is running successfully,2023-01-17 18:52:00,Application,Application_server_444
system: Processor Queue Length is 0,2023-01-17 18:56:57,ms_win,ms_win_server_96
splunkd is running successfully,2023-01-17 19:01:49,Application,Application_server_138
Process : P84xConnectorService is running successfully,2023-01-17 19:06:32,Application,Application_server_519
Service: syslog-ng Agent is running,2023-01-17 19:11:21,ms_win,ms_win_server_51
Process : nbsl is running successfully,2023-01-17 19:16:08,Application,Application_server_299
Total CPU Utilization = 60%,2023-01-17 19:21:10,Application,Application_server_440
[MAN] The PERC1 battery is high.,2023-01-17 19:25:43,dell-idrac,dell-idrac_server_6
Process : TaskRoutingService is not running,2023-01-17 19:30:25,Application,Application_server_425
Process : nbsl is running successfully,2023-01-17 19:35:38,Application,Application_server_220
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-17 19:41:00,linux_ix86,linux_ix86_server_75
splunkd is running successfully,2023-01-17 19:45:47,Application,Application_server_314
Total CPU Utilization = 75%,2023-01-17 19:50:44,Application,Application_server_281
Filesystem:  / is 75 full,2023-01-17 19:55:34,linux_ix86,linux_ix86_server_141
[MAN] The PERC1 battery is high.,2023-01-17 20:00:32,dell-idrac,dell-idrac_server_4
Total CPU Utilization = 50%,2023-01-17 20:05:42,Application,Application_server_184
Current memory usage percentage is 50%,2023-01-17 20:10:51,Application,Application_server_133
Service: Domain Time Client is running,2023-01-17 20:15:45,ms_win,ms_win_server_77
Process : java is running successfully,2023-01-17 20:20:34,Application,Application_server_263
Process : java is running successfully,2023-01-17 20:25:31,Application,Application_server_355
Process : TaskRoutingService is running successfully,2023-01-17 20:30:41,Application,Application_server_469
Filesystem:  / is 80 full,2023-01-17 20:35:36,linux_ix86,linux_ix86_server_62
system: Processor Queue Length is 0,2023-01-17 20:40:22,ms_win,ms_win_server_27
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 20:45:04,Application,Application_server_79
Process : java is running successfully,2023-01-17 20:50:35,Application,Application_server_67
Process : P84xConnectorService is running successfully,2023-01-17 20:55:38,Application,Application_server_370
Process : java is running successfully,2023-01-17 20:59:56,Application,Application_server_57
Process : java is running successfully,2023-01-17 21:04:35,Application,Application_server_176
Process : nbsl is running successfully,2023-01-17 21:10:11,Application,Application_server_191
system: Processor Queue Length is 0,2023-01-17 21:15:02,ms_win,ms_win_server_38
